make_model,body_type,km,gear_type,fuel_type,price
Opel Vivaro,Transporter,,Semi-automatic,Diesel,12950.0
Honda Insight,Compact,160718.0,Manuel,Gasoline,7750.0
Tesla Model S,Compact,11135.0,Automatic,Electric,83886.0
Volkswagen Golf,Station wagon,90700.0,Automatic,Gasoline,15995.0
Toyota Avensis,,70882.0,Manuel,Gasoline,16640.0
Toyota Aygo,Compact,100763.0,Manuel,Gasoline,4499.0
Volkswagen Jetta,Sedans,185000.0,Automatic,Gasoline,9750.0
Opel Combo,Transporter,,Semi-automatic,Diesel,13406.0
Toyota Yaris,Van,75000.0,Manuel,Gasoline,8250.0
Toyota Corolla,Station wagon,39685.0,Manuel,Electric/Gasoline,22950.0
Volkswagen Polo,Compact,113311.0,Manuel,Gasoline,5700.0
Toyota Auris,Station wagon,87087.0,Manuel,Electric/Gasoline,18490.0
Volkswagen up!,Compact,1039.0,Automatic,,22990.0
Opel Vivaro,Transporter,289724.0,Manuel,Diesel,4995.0
Opel Corsa,Compact,10.0,Automatic,Electric,33394.0
Volkswagen Polo,Compact,208000.0,Manuel,Diesel,4500.0
Opel Astra,Van,130064.0,Manuel,Gasoline,6000.0
Volkswagen Tiguan,Off-Road/Pick-up,58480.0,Automatic,Diesel,33950.0
Volkswagen T-Roc,Off-Road/Pick-up,25161.0,,Gasoline,
Volkswagen Golf,Station wagon,195395.0,Automatic,Gasoline,11999.0
Opel Astra,Compact,104039.0,Automatic,Gasoline,8699.0
Volkswagen Golf,Station wagon,144000.0,,Gasoline,8850.0
Toyota Yaris,Compact,60799.0,Manuel,Gasoline,8701.0
Volkswagen T5 Transporter,Transporter,267246.0,Semi-automatic,Diesel,8700.0
Tesla Model 3,Compact,21415.0,Automatic,Electric,49950.0
Toyota Yaris,Compact,87987.0,Automatic,Gasoline,10950.0
Opel Mokka X,Off-Road/Pick-up,84879.0,Semi-automatic,Gasoline,15950.0
Opel Insignia,Station wagon,121570.0,Manuel,,11950.0
Volkswagen Golf Variant,Station wagon,140918.0,Manuel,Diesel,9950.0
Toyota Avensis,Station wagon,119770.0,Manuel,Gasoline,14500.0
Toyota Prius,Sedans,114000.0,Manuel,Electric/Gasoline,12200.0
Opel Astra,Station wagon,130224.0,Manuel,Diesel,8999.0
Toyota Avensis,Station wagon,64385.0,Manuel,Gasoline,18051.0
Toyota Prius+,Van,,Automatic,Electric/Gasoline,14250.0
Opel Corsa,Compact,81533.0,Semi-automatic,Gasoline,9950.0
Toyota Auris,Station wagon,200997.0,Automatic,Electric/Gasoline,11900.0
Opel Zafira Tourer,Van,183073.0,Manuel,Diesel,9750.0
Volkswagen Golf Variant,Station wagon,,Manuel,Gasoline,9950.0
Volkswagen Golf,Station wagon,137400.0,Manuel,Gasoline,18599.0
Volkswagen Transporter,Transporter,140492.0,Manuel,Diesel,16944.0
Volkswagen Passat Variant,Station wagon,182926.0,Automatic,Gasoline,8940.0
Volkswagen T-Cross,Off-Road/Pick-up,17322.0,Automatic,Gasoline,25745.0
Honda Civic,Compact,25841.0,Manuel,Gasoline,19950.0
Honda CR-V,Off-Road/Pick-up,2450.0,Manuel,Electric/Gasoline,48950.0
Opel Adam,Compact,9211.0,Manuel,Gasoline,14900.0
Opel Mokka,Off-Road/Pick-up,149749.0,Manuel,Gasoline,11940.0
Tesla Model S,Compact,46376.0,Automatic,,42950.0
Toyota Land Cruiser,Transporter,20.0,Semi-automatic,Gasoline,41500.0
Volkswagen Transporter,Transporter,134950.0,Manuel,Diesel,26850.0
Toyota Land Cruiser,Transporter,20.0,Semi-automatic,Gasoline,49500.0
Volkswagen Golf Variant,Station wagon,191663.0,Manuel,Diesel,8750.0
Volkswagen Polo GTI,Compact,133859.0,Automatic,Gasoline,11500.0
Honda HR-V,Off-Road/Pick-up,4.0,Manuel,Gasoline,31399.0
Opel Corsa,Compact,120653.0,Manuel,Diesel,5999.0
Opel Insignia,Station wagon,291713.0,Manuel,,6895.0
Toyota Aygo,Compact,119000.0,Manuel,Gasoline,3700.0
Volkswagen Golf,Compact,150000.0,Automatic,Diesel,16700.0
Volkswagen Sharan,Van,177000.0,,Diesel,19000.0
Opel Corsa,Compact,111933.0,Manuel,Diesel,6950.0
Volkswagen Tiguan,Station wagon,156000.0,Manuel,Gasoline,12500.0
Opel Mokka,Off-Road/Pick-up,102000.0,,Gasoline,13850.0
Volkswagen Scirocco,Coupe,166801.0,,Gasoline,10450.0
Opel Insignia,Compact,9999.0,Manuel,Gasoline,41950.0
Toyota Yaris,Compact,193942.0,Automatic,Electric/Gasoline,9499.0
Tesla Model S,Compact,96346.0,Automatic,Electric,35950.0
Tesla Model 3,Compact,10.0,Automatic,Electric,70000.0
Volkswagen up!,Compact,83765.0,Manuel,,5950.0
Toyota Auris,Station wagon,175339.0,Automatic,Electric/Gasoline,11400.0
Volkswagen T-Cross,Off-Road/Pick-up,10653.0,Semi-automatic,Gasoline,23850.0
Volkswagen Beetle,Coupe,73936.0,Manuel,Gasoline,16450.0
Volkswagen Caddy,Transporter,332125.0,Manuel,Diesel,5250.0
Opel Astra,Compact,106945.0,Automatic,Gasoline,15490.0
Opel Mokka-E,Off-Road/Pick-up,15.0,Manuel,Electric,33303.0
Volkswagen ID.4,Off-Road/Pick-up,21.0,Automatic,Electric,58610.0
Honda Jazz,Van,132739.0,Semi-automatic,Gasoline,5900.0
Tesla Model 3,Compact,,Automatic,Electric,44940.0
Opel Mokka,Off-Road/Pick-up,0.0,Automatic,Electric,39900.0
Volkswagen Polo GTI,,132000.0,Automatic,Gasoline,11000.0
Volkswagen T5 Transporter,Transporter,111039.0,Automatic,Diesel,17450.0
Volkswagen Beetle,Compact,161246.0,Automatic,Diesel,11950.0
Honda CR-V,Off-Road/Pick-up,13639.0,Automatic,Electric/Gasoline,37500.0
Opel Movano,Transporter,162455.0,Semi-automatic,Diesel,11750.0
Volkswagen Tiguan,Off-Road/Pick-up,194828.0,Manuel,Gasoline,9455.0
Toyota Auris,Station wagon,68960.0,Manuel,Electric/Gasoline,16400.0
Volkswagen Passat Variant,Station wagon,64972.0,Automatic,Electric/Gasoline,23450.0
Volkswagen Touran,Van,78321.0,Manuel,Gasoline,13945.0
Opel Mokka,Off-Road/Pick-up,56540.0,Semi-automatic,Gasoline,16740.0
Volkswagen Golf Variant,Station wagon,135534.0,Manuel,Gasoline,11650.0
Tesla Model S,Compact,76486.0,Automatic,Electric,52025.0
Volkswagen Touran,,119851.0,Automatic,Gasoline,19995.0
Volkswagen Passat,Sedans,79000.0,Manuel,Electric/Gasoline,22745.0
Volkswagen Golf,Compact,18842.0,,Electric,29900.0
Volkswagen up!,Compact,13000.0,Automatic,Electric,17500.0
Volkswagen Golf Variant,Station wagon,48433.0,Manuel,Gasoline,16740.0
Toyota Proace,Transporter,3500.0,Manuel,Diesel,22999.0
Volkswagen Scirocco,Coupe,,,Diesel,6940.0
Honda Jazz,Compact,1.0,,Electric/Gasoline,33400.0
Toyota Aygo,Compact,144300.0,Manuel,Gasoline,3750.0
Opel Astra,Compact,170255.0,Manuel,Diesel,
Opel Insignia,Van,,Manuel,Gasoline,5750.0
Opel Insignia,Station wagon,157133.0,Manuel,Diesel,9930.0
Opel Zafira Tourer,Van,174893.0,Semi-automatic,Gasoline,8450.0
Volkswagen Tiguan,Off-Road/Pick-up,29775.0,Manuel,Gasoline,25750.0
Volkswagen Tiguan,Off-Road/Pick-up,41743.0,Automatic,Gasoline,23900.0
Volkswagen Golf Variant,Station wagon,319751.0,Manuel,Diesel,3900.0
Volkswagen Golf Variant,Station wagon,80082.0,Automatic,Gasoline,15950.0
Toyota Yaris,Compact,28659.0,Automatic,Gasoline,15700.0
Volkswagen Golf,Compact,5121.0,Manuel,Electric/Gasoline,35900.0
Toyota Land Cruiser,Off-Road/Pick-up,20.0,,Diesel,110000.0
Volkswagen up!,Compact,22380.0,,Gasoline,8995.0
Opel Combo,Transporter,21204.0,Semi-automatic,Diesel,9245.0
Volkswagen Touran,Van,1025.0,Semi-automatic,Gasoline,36990.0
Volkswagen Golf,Station wagon,200100.0,Manuel,Gasoline,7300.0
Honda HR-V,Off-Road/Pick-up,35336.0,,Gasoline,22745.0
Volkswagen T5 Transporter,Transporter,,Automatic,Diesel,16450.0
Tesla Model S,Compact,88321.0,,Electric,87499.0
Volkswagen Tiguan,Off-Road/Pick-up,88418.0,Semi-automatic,Gasoline,14950.0
Volkswagen Polo,Other,220000.0,Manuel,Diesel,4300.0
Volkswagen Polo,Compact,89665.0,Automatic,Gasoline,10950.0
Opel Corsa,Compact,6415.0,Automatic,Gasoline,20950.0
Tesla Model S,Compact,,Automatic,Electric,45900.0
Volkswagen up!,Transporter,41154.0,Semi-automatic,Gasoline,6500.0
Volkswagen Golf,Compact,11570.0,Automatic,Electric,22880.0
Volkswagen Golf Variant,Station wagon,289053.0,Automatic,Gasoline,8900.0
Toyota Avensis,Van,132000.0,Semi-automatic,Gasoline,9950.0
Toyota Verso-S,Van,115189.0,Automatic,Gasoline,9950.0
Toyota Prius+,Van,73732.0,Automatic,Electric/Gasoline,19440.0
Opel Corsa,Compact,117820.0,Semi-automatic,Gasoline,5495.0
Opel Corsa,Compact,2000.0,Automatic,Electric,30740.0
Volkswagen Polo,Compact,170046.0,Manuel,Diesel,5245.0
Volkswagen Caddy,,12.0,Manuel,Diesel,24950.0
Volkswagen Passat,Sedans,124289.0,Automatic,Electric/Gasoline,19900.0
Volkswagen up!,Compact,1045.0,,Electric,21900.0
Volkswagen Tiguan,Off-Road/Pick-up,82533.0,Automatic,Gasoline,23745.0
Toyota Proace,Transporter,6501.0,Manuel,Diesel,18495.0
Toyota Yaris,Compact,1975.0,Automatic,Gasoline,19950.0
Volkswagen up!,Compact,73647.0,Automatic,Gasoline,10900.0
Volkswagen up!,Compact,4338.0,Automatic,Electric,20450.0
Volkswagen Caddy,Van,109449.0,Manuel,,16950.0
Volkswagen Passat,Sedans,25851.0,Automatic,Gasoline,37900.0
Opel Agila,Compact,122133.0,Manuel,Gasoline,
Opel Corsa,Compact,191909.0,Manuel,Diesel,4450.0
Opel Astra,Station wagon,169512.0,Manuel,Diesel,6950.0
Volkswagen up!,Compact,1035.0,Automatic,Electric,22990.0
Toyota Auris,Van,146239.0,Semi-automatic,Diesel,7850.0
Opel Astra,Station wagon,94991.0,Manuel,Gasoline,11250.0
Volkswagen Golf,Station wagon,174000.0,Automatic,Gasoline,12500.0
Volkswagen Caddy,Transporter,147679.0,Manuel,,6444.0
Toyota Auris,Station wagon,14238.0,Semi-automatic,,22900.0
Volkswagen Polo,Compact,131885.0,Automatic,Gasoline,8745.0
Volkswagen Golf,Compact,62933.0,Manuel,Electric/Gasoline,25950.0
Opel Astra,Station wagon,86104.0,Manuel,Gasoline,11400.0
Toyota Prius+,Van,185668.0,Automatic,Electric/Gasoline,11899.0
Volkswagen Touran,Van,,Automatic,Gasoline,29895.0
Toyota Auris,Station wagon,121794.0,Automatic,Electric/Gasoline,13995.0
Volkswagen Golf Sportsvan,Van,166052.0,Manuel,Diesel,10900.0
Volkswagen Golf Variant,Station wagon,248866.0,Manuel,Diesel,7900.0
Toyota Verso,Van,170333.0,Manuel,Gasoline,8900.0
Volkswagen Polo,Compact,230000.0,Manuel,Diesel,4500.0
Opel Corsa,Compact,168205.0,Semi-automatic,Other,5925.0
Tesla Model X,Off-Road/Pick-up,125215.0,,Electric,54900.0
Opel Crossland X,Off-Road/Pick-up,27590.0,Automatic,Gasoline,23893.0
Toyota RAV 4,Off-Road/Pick-up,78752.0,Manuel,Gasoline,17795.0
Opel Astra,Station wagon,96539.0,,Gasoline,11940.0
Opel Meriva,Van,54539.0,Semi-automatic,Gasoline,7950.0
Volkswagen Golf Variant,Station wagon,,Manuel,Diesel,8950.0
Toyota Corolla,Station wagon,44101.0,,Electric/Gasoline,22950.0
Volkswagen Golf,Compact,122790.0,Automatic,Diesel,14450.0
Opel Astra,Station wagon,96304.0,Manuel,Gasoline,12450.0
Volkswagen T6 Transporter,Transporter,218594.0,Automatic,Diesel,15900.0
Volkswagen Tiguan,Off-Road/Pick-up,98516.0,Manuel,Gasoline,11900.0
Tesla Model X,Off-Road/Pick-up,66981.0,Automatic,Electric,69999.0
Opel Corsa,Compact,17141.0,Automatic,Gasoline,18950.0
Opel Adam,Compact,25377.0,Semi-automatic,Gasoline,14250.0
Volkswagen Polo,Compact,59995.0,Semi-automatic,Gasoline,19950.0
Volkswagen Golf,Station wagon,191000.0,Automatic,Gasoline,6750.0
Volkswagen Golf Sportsvan,Van,39150.0,Automatic,Gasoline,15995.0
Honda Civic,Compact,21654.0,Automatic,Gasoline,28700.0
Volkswagen Golf Plus,Van,125457.0,Automatic,Gasoline,9950.0
Volkswagen Golf,Compact,501.0,Manuel,Electric/Gasoline,35450.0
Volkswagen Golf GTE,Compact,10000.0,Manuel,Electric/Gasoline,44900.0
Volkswagen Caddy,Van,31356.0,Automatic,Gasoline,25450.0
Toyota Yaris,,75185.0,Manuel,Electric/Gasoline,13400.0
Toyota C-HR,Off-Road/Pick-up,31537.0,Manuel,Electric/Gasoline,24395.0
Volkswagen Golf,Station wagon,,Automatic,Diesel,6750.0
Volkswagen Polo,,182000.0,Manuel,Diesel,4800.0
Volkswagen Golf,Compact,194476.0,Semi-automatic,Diesel,8295.0
Opel Agila,Compact,10461.0,Automatic,,10950.0
Toyota C-HR,Other,10.0,Manuel,Electric/Gasoline,37499.0
Toyota C-HR,Off-Road/Pick-up,48076.0,,Electric/Gasoline,20900.0
Toyota Auris,Station wagon,122842.0,Automatic,Electric/Gasoline,12900.0
Volkswagen Polo,Compact,149000.0,Semi-automatic,,7250.0
Volkswagen Transporter,Other,227813.0,Manuel,Diesel,15500.0
Volkswagen Tiguan,Off-Road/Pick-up,,Semi-automatic,Gasoline,21950.0
Volkswagen Golf,Station wagon,187000.0,Manuel,Diesel,9750.0
Opel Corsa,Compact,1.0,Automatic,Electric,30194.0
Honda Jazz,Compact,84681.0,Manuel,Gasoline,8000.0
Volkswagen Golf,Station wagon,191577.0,Manuel,Gasoline,10950.0
Opel Grandland X,Off-Road/Pick-up,,Manuel,Gasoline,29995.0
Opel Agila,Compact,57289.0,Semi-automatic,Gasoline,5850.0
Opel Mokka,Off-Road/Pick-up,86679.0,,Gasoline,12750.0
Volkswagen up!,Compact,42868.0,Manuel,Gasoline,11995.0
Volkswagen Tiguan,Off-Road/Pick-up,147659.0,Semi-automatic,Gasoline,22745.0
Volkswagen T6 Transporter,Transporter,121347.0,Automatic,Diesel,19950.0
Honda Jazz,Van,,Semi-automatic,Gasoline,6240.0
Toyota Corolla,Station wagon,20014.0,Manuel,Electric/Gasoline,24950.0
Volkswagen Tiguan,Off-Road/Pick-up,63048.0,Semi-automatic,Diesel,31850.0
Volkswagen Golf Cabriolet,Convertible,23431.0,Automatic,Gasoline,26800.0
Volkswagen Caddy,Transporter,151006.0,,Diesel,9450.0
Opel Crossland X,Off-Road/Pick-up,20309.0,Automatic,Gasoline,19345.0
Opel Mokka X,Off-Road/Pick-up,76434.0,Semi-automatic,Gasoline,17440.0
Volkswagen Golf,Station wagon,178223.0,Manuel,Diesel,7999.0
Volkswagen T5 Transporter,Compact,226585.0,Automatic,Electric,8550.0
Toyota Corolla,Sedans,62575.0,Manuel,Gasoline,10750.0
Honda CR-V,Off-Road/Pick-up,39868.0,Manuel,Gasoline,27400.0
Opel Vivaro,Transporter,60333.0,Semi-automatic,Diesel,11950.0
Volkswagen Passat Variant,Station wagon,142594.0,Automatic,Diesel,
Volkswagen Golf Plus,Compact,148652.0,Automatic,Gasoline,9950.0
Toyota Auris,Compact,122971.0,Manuel,Electric,10250.0
Opel Corsa,Compact,,Automatic,Gasoline,
Opel Meriva,Van,128277.0,Semi-automatic,Gasoline,8990.0
Volkswagen Passat CC,Sedans,326123.0,Semi-automatic,Gasoline,9000.0
Volkswagen Golf Sportsvan,Van,64197.0,Automatic,Gasoline,21945.0
Opel Astra,Convertible,170496.0,Manuel,Gasoline,6450.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,Electric,49157.0
Opel Meriva,Transporter,81218.0,Automatic,Gasoline,8900.0
Volkswagen T-Roc,Convertible,,Automatic,Gasoline,48449.0
Honda Civic,Compact,15.0,Automatic,Gasoline,32785.0
Toyota C-HR,Off-Road/Pick-up,66622.0,Automatic,Electric/Gasoline,19445.0
Volkswagen Golf,Station wagon,200000.0,,Gasoline,10250.0
Honda CR-V,Off-Road/Pick-up,65575.0,Manuel,Gasoline,17745.0
Toyota Aygo,Compact,29150.0,Manuel,Gasoline,10445.0
Volkswagen Golf,Compact,142235.0,Manuel,Gasoline,15999.0
Toyota C-HR,Off-Road/Pick-up,51295.0,,Electric/Gasoline,20950.0
Opel Insignia,Station wagon,116842.0,Manuel,,
Volkswagen Tiguan,Other,37347.0,Manuel,Gasoline,20950.0
Tesla Model S,Compact,102947.0,Automatic,Electric,62860.0
Opel Corsa,Compact,,Automatic,Electric,23500.0
Opel Astra,,,Manuel,Diesel,24950.0
Volkswagen CC,Sedans,149900.0,,Gasoline,11990.0
Toyota Auris,Station wagon,101263.0,Automatic,Electric/Gasoline,13445.0
Opel Astra,Station wagon,328464.0,,Diesel,5445.0
Opel Meriva,Van,66763.0,Semi-automatic,Gasoline,8950.0
Toyota Corolla,Sedans,2000.0,Manuel,Electric/Gasoline,35750.0
Toyota Aygo,Compact,5000.0,Automatic,Gasoline,16795.0
Volkswagen Golf Sportsvan,Van,59895.0,Manuel,Gasoline,14950.0
Toyota Tundra,Off-Road/Pick-up,109152.0,Manuel,Other,24449.0
Volkswagen Golf,Station wagon,278110.0,Manuel,Diesel,4500.0
Volkswagen Golf,Station wagon,93400.0,Automatic,Gasoline,12750.0
Opel Corsa,Compact,139698.0,,Gasoline,4250.0
Opel Vivaro,Transporter,,Manuel,Diesel,22995.0
Toyota Auris,Station wagon,235969.0,Manuel,Electric/Gasoline,9950.0
Volkswagen Golf,Station wagon,,Manuel,Gasoline,7500.0
Volkswagen up!,Compact,193004.0,Automatic,Gasoline,6450.0
Toyota Avensis,Station wagon,88108.0,Manuel,Gasoline,19995.0
Opel Grandland X,Off-Road/Pick-up,16553.0,Manuel,Gasoline,27900.0
Opel Astra,Compact,179884.0,Manuel,Gasoline,4650.0
Opel Corsa,Compact,209895.0,Manuel,Diesel,3750.0
Toyota Corolla,Station wagon,25122.0,Manuel,Electric/Gasoline,24795.0
Volkswagen Golf,Station wagon,182251.0,Manuel,Gasoline,8250.0
Opel Mokka,Off-Road/Pick-up,,Manuel,Gasoline,11945.0
Honda Jazz,Compact,1500.0,Manuel,Electric/Gasoline,23950.0
Toyota Yaris,Van,119000.0,Semi-automatic,Gasoline,4000.0
Toyota Proace,Transporter,93.0,Manuel,Diesel,15490.0
Honda Civic,Compact,29411.0,Manuel,Gasoline,16950.0
Volkswagen Caddy,Transporter,18.0,Manuel,Diesel,26450.0
Volkswagen Golf Sportsvan,Van,35833.0,Automatic,Gasoline,
Volkswagen Polo,Compact,,Manuel,Diesel,4500.0
Toyota Aygo,Compact,57852.0,Automatic,Gasoline,8250.0
Volkswagen Caddy,Transporter,138846.0,Automatic,Diesel,15450.0
Honda Civic,Sedans,102915.0,Manuel,Electric/Gasoline,7700.0
Opel Astra,Van,98000.0,Manuel,Gasoline,7800.0
Opel Vivaro,Transporter,88054.0,Semi-automatic,Diesel,11900.0
Volkswagen Golf,Compact,123395.0,Manuel,Electric/Gasoline,14400.0
Toyota Prius+,Van,143808.0,Automatic,,13249.0
Volkswagen Passat Variant,Station wagon,32500.0,Automatic,Diesel,35900.0
Opel Astra,Station wagon,50836.0,Automatic,Gasoline,19940.0
Toyota Prius+,Van,135538.0,Automatic,Electric/Gasoline,15995.0
Opel Vivaro,Transporter,116653.0,Semi-automatic,Diesel,11450.0
Volkswagen Touran,Van,148019.0,Manuel,Gasoline,7200.0
Opel Insignia,Station wagon,93716.0,Manuel,Gasoline,11400.0
Toyota Yaris,Compact,,Automatic,Gasoline,17995.0
Toyota Prius,Sedans,87487.0,Manuel,Electric/Gasoline,17850.0
Volkswagen Passat Variant,Station wagon,137776.0,Manuel,Diesel,14950.0
Tesla Model 3,Compact,13847.0,Automatic,Electric,55499.0
Toyota Avensis,Station wagon,198980.0,Semi-automatic,Gasoline,8950.0
Toyota Auris,Station wagon,152389.0,,Electric/Gasoline,13244.0
Volkswagen Golf,Sedans,136344.0,Automatic,Gasoline,13450.0
Toyota Auris,Station wagon,148629.0,Automatic,Electric/Gasoline,13200.0
Opel Corsa,Compact,175149.0,Manuel,Diesel,3950.0
Honda Civic,Compact,,Automatic,Gasoline,
Volkswagen Caddy,Transporter,1.0,Manuel,Diesel,26170.0
Opel Meriva,Van,96380.0,Semi-automatic,Gasoline,8750.0
Honda Jazz,Compact,38385.0,Manuel,Gasoline,9940.0
Toyota Auris,Station wagon,113385.0,Automatic,Electric/Gasoline,13945.0
Opel Meriva,Van,73298.0,Automatic,Gasoline,13900.0
Volkswagen Golf,Compact,239735.0,Manuel,,5450.0
Toyota Yaris,Compact,57128.0,Automatic,Electric/Gasoline,9950.0
Volkswagen Passat,Sedans,5.0,,Diesel,39900.0
Volkswagen Golf GTE,Compact,116658.0,Manuel,Electric/Gasoline,15450.0
Volkswagen Golf GTE,Compact,104965.0,Manuel,Electric/Gasoline,16950.0
Toyota C-HR,Off-Road/Pick-up,37274.0,Automatic,Electric/Gasoline,21750.0
Toyota Corolla,Sedans,15.0,Manuel,Electric/Gasoline,34645.0
Opel Zafira,Van,62615.0,Automatic,,19825.0
Volkswagen Caddy,Transporter,13.0,Manuel,Diesel,24950.0
Opel Crossland X,Off-Road/Pick-up,42233.0,Semi-automatic,Gasoline,16445.0
Volkswagen Tiguan,Off-Road/Pick-up,86680.0,Automatic,Diesel,32445.0
Toyota Yaris,Compact,,Automatic,Electric/Gasoline,8900.0
Honda Civic,Compact,48838.0,Manuel,Gasoline,20950.0
Opel Meriva,Van,,,Gasoline,8450.0
Volkswagen Touran,Van,17711.0,Semi-automatic,Gasoline,36900.0
Opel Ampera,Compact,,,Electric,26537.0
Toyota Prius+,Van,69340.0,Automatic,Electric/Gasoline,19750.0
Volkswagen Touran,Van,91600.0,Manuel,Gasoline,17299.0
Toyota Yaris,Compact,57128.0,Automatic,Electric/Gasoline,9951.0
Volkswagen Golf,Compact,87977.0,Automatic,Electric,17500.0
Toyota Auris,Compact,188439.0,Automatic,Electric/Gasoline,7950.0
Opel Grandland X,Off-Road/Pick-up,11738.0,Manuel,Gasoline,27895.0
Opel Astra,Compact,128387.0,Manuel,Diesel,9940.0
Volkswagen Beetle,Convertible,112876.0,Manuel,Gasoline,17950.0
Opel Astra,Station wagon,105425.0,Manuel,Gasoline,9950.0
Opel Mokka,Off-Road/Pick-up,96656.0,Manuel,Gasoline,12245.0
Volkswagen up!,Compact,,Automatic,Electric,15995.0
Volkswagen Golf Sportsvan,Van,,Manuel,Gasoline,15950.0
Opel Insignia,Compact,127255.0,Manuel,Diesel,8995.0
Toyota Proace,Transporter,178186.0,Manuel,Diesel,15250.0
Honda Jazz,Compact,76841.0,Manuel,Gasoline,9440.0
Toyota Yaris,Compact,38951.0,Automatic,Gasoline,14795.0
Toyota Aygo,Compact,105199.0,,Gasoline,4499.0
Volkswagen Polo,Compact,112369.0,Automatic,Gasoline,8899.0
Volkswagen Golf,Station wagon,119768.0,Automatic,Gasoline,7850.0
Toyota Auris,Station wagon,102633.0,Automatic,Electric/Gasoline,14950.0
Volkswagen ID.4,Off-Road/Pick-up,5.0,Automatic,Electric,56200.0
Opel Zafira,Van,76845.0,Automatic,Gasoline,19750.0
Opel Crossland X,Off-Road/Pick-up,25859.0,,Gasoline,22650.0
Volkswagen Golf,Station wagon,94000.0,Automatic,Gasoline,8250.0
Volkswagen Passat,Station wagon,251370.0,Automatic,Gasoline,5750.0
Volkswagen Passat,Sedans,95000.0,Manuel,Gasoline,15995.0
Volkswagen Passat Variant,Station wagon,23858.0,Manuel,Diesel,26333.0
Volkswagen CC,Sedans,135527.0,Manuel,Gasoline,12950.0
Volkswagen T5 Transporter,Transporter,135830.0,,Diesel,18400.0
Volkswagen Crafter,Transporter,194238.0,,Diesel,9495.0
Volkswagen up!,Compact,35704.0,Automatic,Electric,13995.0
Opel Vivaro,Transporter,,Manuel,Electric,43385.0
Volkswagen Polo,Compact,188553.0,Manuel,Diesel,5949.0
Opel Vivaro,Transporter,1.0,Manuel,Diesel,22995.0
Toyota Yaris,Compact,,Automatic,Electric/Gasoline,9900.0
Volkswagen T5 Transporter,Van,128006.0,Automatic,Diesel,32975.0
Toyota Prius+,Van,96503.0,Automatic,Electric/Gasoline,21650.0
Volkswagen Touran,Van,94939.0,Manuel,Gasoline,15650.0
Toyota RAV 4,Off-Road/Pick-up,65223.0,Manuel,Gasoline,20950.0
Toyota RAV 4,Off-Road/Pick-up,91587.0,Manuel,Electric/Gasoline,23950.0
Opel Meriva,Van,116445.0,,Gasoline,5950.0
Volkswagen Tiguan,Off-Road/Pick-up,114245.0,Semi-automatic,Gasoline,23900.0
Volkswagen Golf,Station wagon,25000.0,Automatic,Gasoline,15500.0
Toyota C-HR,Off-Road/Pick-up,77345.0,Automatic,Electric/Gasoline,20995.0
Toyota Aygo,Compact,,Manuel,Gasoline,3999.0
Volkswagen Polo,,192200.0,,Diesel,6500.0
Tesla Model 3,Sedans,137.0,Semi-automatic,Electric,40400.0
Opel Vivaro,Van,57106.0,Manuel,Diesel,36900.0
Volkswagen Crafter,Transporter,207690.0,,Diesel,6990.0
Volkswagen Caddy,Van,141000.0,Manuel,,9950.0
Opel Corsa,Compact,94000.0,Manuel,Gasoline,
Honda CR-V,Off-Road/Pick-up,151864.0,Manuel,Gasoline,11945.0
Honda HR-V,Off-Road/Pick-up,34614.0,Manuel,Gasoline,22450.0
Opel Corsa,Compact,229743.0,,Diesel,3450.0
Volkswagen Caddy,Van,38587.0,Manuel,Gasoline,20650.0
Toyota Prius+,Station wagon,,Manuel,Electric/Gasoline,16400.0
Opel Insignia,Station wagon,136256.0,,Gasoline,10445.0
Toyota Yaris,Compact,30891.0,Automatic,Gasoline,10950.0
Volkswagen Polo,Compact,187000.0,Automatic,Gasoline,8950.0
Honda Jazz,Van,46237.0,Automatic,Electric/Gasoline,13900.0
Volkswagen Transporter,Transporter,259271.0,Automatic,Diesel,15400.0
Volkswagen Touran,Van,,Manuel,Gasoline,33950.0
Toyota C-HR,Off-Road/Pick-up,21863.0,Manuel,Electric/Gasoline,24400.0
Volkswagen up!,Compact,110068.0,Automatic,Gasoline,8900.0
Volkswagen Golf Variant,Station wagon,263034.0,Manuel,Diesel,6900.0
Toyota Corolla,Compact,10.0,Manuel,Electric,36840.0
